x,y,z,qx,qy,qz,qw
43.79999923706055,-53.79999923706055,156.89999389648438,-0.4916668624077679,0.788388513036199,-0.09307080097636564,0.3578338649824664
43.900001525878906,-53.70000076293945,156.89999389648438,-0.4929046552068543,0.7876152309044944,-0.09250860131196398,0.3579796189812715
44.0,-53.599998474121094,159.6999969482422,-0.491648212367795,0.7820883812917291,-0.0982965704922126,0.3700778071615536
52.29999923706055,-52.900001525878906,141.5,-0.5081580351910251,0.8394823172442185,-0.009745213805752356,0.19222351862598488
51.20000076293945,-52.900001525878906,117.0,0.49842756283907497,-0.8603629782489876,-0.0996410966936493,0.03764521364687396
46.0,-53.400001525878906,105.69999694824219,0.4812243589942704,-0.8496926878618636,-0.1523119802151399,0.15246807268270363
46.0,-53.400001525878906,105.80000305175781,0.4816373280439235,-0.8499932163802064,-0.15136318491661,0.1504200870703168
51.20000076293945,-53.099998474121094,110.0,0.48762323789308787,-0.8544053596743247,-0.13506162348138603,0.11820920898568474
70.4000015258789,-51.0,146.5,0.5044966613330483,-0.8596109051566785,-0.06347983954039396,-0.0502246992171089
52.79999923706055,-52.29999923706055,190.0,0.5066692188206483,-0.857797950268019,-0.05773485251820291,-0.06430914414265233
91.0999984741211,-48.900001525878906,231.5,0.5073795262306948,-0.8567210598999466,-0.05046397978460895,-0.07777164412641707
124.0999984741211,-46.400001525878906,237.5,0.5065957637515942,-0.8584739713132754,-0.05316322708660137,-0.05963928245955819
202.60000610351562,-40.900001525878906,210.6999969482422,0.5051822006743133,-0.860253177317155,-0.046032488367343964,-0.05134612986689063
246.89999389648438,-37.5,140.6999969482422,0.5053663699499636,-0.8603961287710922,-0.0395854524651287,-0.052500720685014726
252.6999969482422,-37.099998474121094,66.0,0.5047307474570538,-0.8612500689496585,-0.04613233019239668,-0.03697295520609375
241.10000610351562,-40.20000076293945,21.200000762939453,0.5036038080706632,-0.8630261932823565,-0.03800149525515266,-0.011174997255645597
243.5,-44.5,24.0,-0.5046915548099312,0.8631209072780441,-0.015669792634257187,0.007949309520918787
246.10000610351562,-51.20000076293945,28.799999237060547,-0.49974968315070173,0.862324864462893,-0.08151181967287283,-0.00138042509525408
244.8000030517578,-96.5,77.5999984741211,-0.4142176181033353,0.9053787933403213,-0.08832541965928135,0.030193139360373957
198.89999389648438,-159.60000610351562,166.6999969482422,-0.27363051017073675,0.9524727156251026,-0.1211468946807367,0.05696928824076521
108.80000305175781,-193.5,220.60000610351562,-0.10919158460626925,0.985286897722849,-0.12723509572273228,0.03313845867391629
62.900001525878906,-202.89999389648438,230.60000610351562,-0.012193385917749029,0.9912891955147438,-0.1294239340192426,0.021130487419264387
-8.300000190734863,-211.89999389648438,223.0,-0.15348553642834672,-0.9825633764587663,0.10306168441790932,0.019740581404671997
-27.899999618530273,-258.6000061035156,142.0,-0.21917375773961456,-0.9687978020035164,0.11386205656477365,0.020715086924567236
-27.200000762939453,-259.70001220703125,62.5,-0.21836615685229746,-0.9714853403684541,0.09004513118589096,0.02059925582302214
-25.899999618530273,-259.6000061035156,66.30000305175781,-0.21724354974369434,-0.973210783969757,0.07427974360736903,0.012187278176575117
-24.399999618530273,-259.1000061035156,97.9000015258789,-0.21542981389866503,-0.9753655746761632,0.04633832332386199,0.010234784402094728
-18.399999618530273,-240.0,176.0,-0.19970121477521713,-0.9780077070280627,0.05776709345650902,-0.01683189604889497
73.4000015258789,-194.3000030517578,225.3000030517578,-0.03841371356531787,0.9957639643178845,-0.0657466648179959,0.051535328090181826
99.69999694824219,-102.0999984741211,258.5,-0.30729243156324526,0.9496123799184963,-0.01210399385368768,0.06050770812274832
27.5,-65.30000305175781,258.79998779296875,-0.41771622143088954,0.9070703954824867,0.0007273828285458139,0.052306088622321376
-52.20000076293945,-62.599998474121094,212.0,-0.45920384481889187,0.8819315829693194,-0.03859212001915097,0.09919254073369224
-75.9000015258789,-65.19999694824219,185.6999969482422,-0.44479063965999716,0.8637644624767776,-0.12538305746400735,0.20087640263114903
-83.5,-71.30000305175781,179.39999389648438,-0.4274201046607812,0.8217054856772376,-0.20908782526521225,0.31367886486909863
-46.79999923706055,-62.20000076293945,178.5,-0.45402339958955024,0.8070283421718076,-0.14173255138566998,0.3499712722985698
30.100000381469727,-59.20000076293945,177.0,-0.44477942975777407,0.7702003232201761,-0.170106154512515,0.4242954361913995
41.400001525878906,-67.4000015258789,153.5,-0.43906646781836206,0.8312188182978618,-0.18827909009479238,0.2843358879531225
41.099998474121094,-68.69999694824219,152.3000030517578,-0.43587846074047887,0.8352222115473779,-0.19609302431732312,0.2719583619131869
41.099998474121094,-68.5999984741211,152.39999389648438,-0.4359057120744484,0.8349404754019748,-0.19586722028938508,0.27294073483542475
41.099998474121094,-68.5999984741211,152.39999389648438,-0.4359057120744484,0.8349404754019748,-0.19586722028938508,0.27294073483542475
